"","score","text","polarity"
"538",1,"@AudaciousQuest @tufailelif Those data scientists are qualified from local Madrassas 
@tufailelif hope U R already… https://t.co/wKTS8zTj27","positive"
"539",1,"@sampitroda your hindi was too good when you said Jo hua so hua, your accent is a typical Indian accent,  so don't… https://t.co/qITTDOBnJC","positive"
"540",0,"RT @ssjoshssjosh: Save #GoaMining 
@DrPramodPSawant @BJP4Delhi @BJP4Goa @BJP4India @nstomar @NSawaikar @shripadynaik @narendramodi @AmitSha…","neutral"
"541",0,"RT @ssjoshssjosh: Save #GoaMining 
@DrPramodPSawant @BJP4Delhi @BJP4Goa @BJP4India @nstomar @NSawaikar @shripadynaik @narendramodi @AmitSha…","neutral"
"542",0,"RT @ssjoshssjosh: Save #GoaMining 
@DrPramodPSawant @BJP4Delhi @BJP4Goa @BJP4India @nstomar @NSawaikar @shripadynaik @narendramodi @AmitSha…","neutral"
"543",-2,"RT @Afrina_123: Dear govt please hear our plea. We want justice. We are suffering for no fault or ours. We want our jobs back. We want our…","negative"
"544",0,"RT @partha2019LS: Speaking to several people. All are pointing out one conclusion regarding UP. Upper caste vote is strongly strongly conso…","neutral"
"545",1,"RT @KDhavlikar: #GoaMining people seek appropriate steps from the state government for early hearing of the matter in the Supreme Court bef…","positive"
"546",0,"@RoshanKrRai @rameshbidhuri Hahahaha OMG. BJP party is full jokers and liers. They should change their name Bharati… https://t.co/NlfDMy0XAt","neutral"
"547",2,"RT @KDhavlikar: Villagers in south Goa's Costi reminisce about better days as hopes for revival of banned mining industry fade. #RestartGoa…","positive"
"548",1,"RT @UjwalaSawant3: Any kind of progress above the ground will definitely require exploration below the ground.
#GoaMining #RestartGoaMining…","positive"
"549",3,"RT @Indiamining: Goa barge owners are optimistic that the 30% of their loans would be waived by cooperative banks as promised by former CM…","positive"
"550",0,"RT @ssjoshssjosh: @narendramodi @DrPramodPSawant @AmitShah @nstomar @rsprasad @nitin_gadkari  @sureshpprabhu @BJP4India @arunjaitley 
Thank…","neutral"
"551",0,"RT @Afrina_123: @ssjoshssjosh @suhelnarvekar @narendramodi @DrPramodPSawant @AmitShah @nstomar @rsprasad @nitin_gadkari @sureshpprabhu @BJP…","neutral"
"552",-1,"RT @Afrina_123: #GoaMining, which used to employ 100's of local Goans, now have a lone security guard to keep a watch on the rusting trucks…","negative"
"553",0,"RT @onkar_rd: @shruttitandon @GautamGambhir @BJP4India @aap @AwesomeAbhinash @ur_cruise @SatishB46917500 @rj83Rajatchadha @legallyFoodiee @…","neutral"
"554",1,"RT @Afrina_123: GMPF president, Putti Gaonkar, said, “The government filed a petition in the SC only this year. This clearly shows how the…","positive"
"555",-1,"RT @suhelnarvekar: Resolve the #GoaMining crisis that have hit us due to closure. #RestartGoaMining @DrPramodPSawant @BJP4Goa @BJP4India @g…","negative"
"556",1,"RT @ClifaA: When solution will come ? How much more patience is required.#GoaMining ban has put the life of Mining dependents in a quandary…","positive"
"557",0,"RT @Indiamining: #GoaMining have tried everything but not seen any concrete steps from PM @narendramodi or his government towards resolving…","neutral"
"558",0,"@RanaAyyub @BJP4India Right*","neutral"
"559",0,"@shail292k6 @NewShiningIndia @ctex108 @TIME @BJP4India Son of a hindu journalist too.","neutral"
"560",0,"RT @BJP4India: BJP National President Shri @AmitShah's interview on Republic Bharat at 5 pm &amp; 8 pm and Republic TV at 6:30 pm &amp; 8:30 pm. #J…","neutral"
"561",0,"@ashutosh83B @AamAadmiParty @ArvindKejriwal @Saurabh_MLAgk @SanjayAzadSln @BJP4India @INCIndia Agree and @ECISVEEP… https://t.co/nnj0Fg4mpi","neutral"
"562",0,"@neo_pac Shame on you @GautamGambhir that you don’t even know the real meaning. Look at this you BJP voters and thi… https://t.co/wlC042fQ3U","neutral"
"563",0,"RT @AnkitLal: It's been almost hour and half the embargo period for Delhi Lok Sabha polls has started.

All parties and candidates ask supp…","neutral"
"564",1,"RT @UjwalaSawant3: Bring ☺ smiles back. 
Save livelihood of lakhs of #GoaMining People .
@narendramodi #ModiJahanVikasWahan #ModiHaiToVikas…","positive"
"565",0,"RT @suhelnarvekar: @Indiamining @goacm @BJP4Goa @BJP4India @RBI @FinMinIndia @mygovindia @narendramodi @arunjaitley Mining Ban taking toll.…","neutral"
"566",0,"RT @RoseFer_2456: @GoaFront @PMOIndia @narendramodi @goacm @nstomar @rsprasad @BJP4India @BJP4Goa @TendulkarBJP @nitin_gadkari @AmitShah @I…","neutral"
"567",0,"RT @KDhavlikar: There is a big question mark on the future of #GoaMining dependents as their whole livelihood is depend on mining industry.…","neutral"
"568",0,"RT @BolbumChoudhary: People of Delhi #run for new India, run for New Delhi, Run for Strong government, Run for #Modi government.

@BJP4Indi…","neutral"
"569",1,"Info is great not the interpretation. Do u really expect @BJP4India or @GautamGambhir to be such fools to stand at… https://t.co/cM0Jf6kSb5","positive"
"570",0,"@Khanday0226 @rwac48 @atahasnain53 @adgpi @INCIndia @BJP4India @BDUTT @ravishndtv @OmarAbdullah @MehboobaMufti… https://t.co/FrMbr66qs4","neutral"
"571",0,"RT @AnkitLal: It's been almost hour and half the embargo period for Delhi Lok Sabha polls has started.

All parties and candidates ask supp…","neutral"
"572",2,"RT @ahmedalifayyaz: I'm neither Modi bhakt nor impressed by @BJP4India ideology/governance. But impressed by this Kashmir BJP leader Sofi Y…","positive"
"573",3,"Have trust in Narendra Modi. Either he will find way or make one. PM and NDA thank 128 crore Indians for winning 43… https://t.co/cdRmx9R8lu","positive"
"574",1,"Not only India will survive it will thrive as well, without appease to none; development where all sections of soci… https://t.co/B5fGVaIsgB","positive"
"575",-1,"@RahulGandhi @INCIndia @BJP4India  @AskBansal @NeetuGarg6 the toxic  Sam Pitroda which you have kept with you must… https://t.co/VWbP9qAXXV","negative"
"576",0,"Watch what this old congressman is saying, for @RahulGandhi , Sonia, @INCIndia @Mayawati @yadavakhilesh , its too b… https://t.co/18uUL9vfuq","neutral"
"577",0,"RT @madhukishwar: Surprising that SM warriors of @BJP4India have not come out strongly in defence of @TrueIndology .If this hounding took p…","neutral"
"578",0,"RT @BJP4India: This is the 'anarchy' Mamata Didi has 'imposed' on Bengal!

Watch this video of MG ROAD, Kolkata.

Precisely the reason you…","neutral"
"579",0,"RT @vijayguptasgr: What a massive Crowd at a rally of @BJP4India @AnupamPKher  !
https://t.co/YUCI9GMk4O","neutral"
"580",0,"RT @Outlookindia: Telangana Chief Minister K Chandrasekar Rao, who not long ago floated the idea of a non-Congress and non-BJP government a…","neutral"
"581",0,"MUST APOLOGIZE IN WRITING BY SAM, RAHUL AND SONIA ... THEY MADE MAN MOHAN APOLOGIZE ..WHY? ASK FOR THEIR WRITTEN AP… https://t.co/KkXembyJRj","neutral"
"582",0,"@DChaurasia2312 @PMOIndia @BJP4India Very Nice...","neutral"
"583",0,"RT @INCIndia: Just let us know the dates of PM's press conference, we'll do a special screening. https://t.co/zbzULx6LGd","neutral"
"584",0,"@the_hindu Dont need to be worried.. its @BJP4India again and your aka @narendramodi is on the way @JM_Scindia","neutral"
"585",0,"@nileshmishra301 @PMOIndia @BJP4India @narendramodi @amitmalviya Will start playing up some parts from morning. Ful… https://t.co/P0590eNxjt","neutral"
"586",-1,"RT @sushmitadevmp: Now that the @BJP4India has been demolished in their cock &amp; bill story about citizenship of @RahulGandhi the lie factory…","negative"
"587",-1,"RT @AshBiswal: This shameless man has the guts to justify his idiocy and chamchagiri to the family, I never understand how rich and intelli…","negative"
"588",0,"@CNNnews18 @AtishiAAP @BJP4India @ArvindKejriwal @ArvindKejriwal bhade bakwas band karna apni.There thousands of ed… https://t.co/DiH6YI2b5Y","neutral"
"589",1,"RT @narry13: My request to @AAPDelhi @BJP4India @INCIndia The party that promises that de will stop pension of MP?MLAs, make attendance in…","positive"
"590",-1,"RT @suryavoice: @mohanguruswamy Ta dan!

@bjp4india True?

@rahulkanwal Want to check if seniors or juniors were taught to lie or otherwise…","negative"
"591",0,"@BJP4India Same about 1992 &amp; 2002","neutral"
"592",0,"Despite of not being involved personally yet @INCIndia leaders have the spine to seek apology on #1984SikhGenocide.… https://t.co/ZJBrjBZ2wl","neutral"
"593",1,"@ashutosh83B @PawarSpeaks @NCPAMumbai @INCIndia @AamAadmiParty @BJP4India This has been consistently &amp; selectively… https://t.co/m1af9cmbE8","positive"
"594",0,"RT @rajeev_mp: The last 5 yrs @narendramodi has done more to #SecureIndia n for the cause of our VETERANS n our ARMED FORCES thn all govts…","neutral"
"595",1,"@_YogendraYadav @AtishiAAP But you showed hastiness in supporting @AtishiAAP and blaming @BJP4India without digging… https://t.co/z336I3u4tL","positive"
"596",0,"@ahmedalifayyaz @BJP4India Paid pandit","neutral"
"597",-1,"with vehemence. But, the same set of journalists suddenly lose their voice when (contd) @BJP4India members make big… https://t.co/m8dUyZei8S","negative"
"598",0,"RT @cpimlliberation: URGENT/ A campaign vehicle of Com. @RajuYadav_CPIML was attacked this evng by @BJP4India goons at Nawadaben village, A…","neutral"
"599",0,"@ashutosh83B @PawarSpeaks @INCIndia @AamAadmiParty 1st make Ur basic Right then as Questions to anyone Let me clear… https://t.co/Ny3HDdeEdR","neutral"
"600",-1,"@syedashraffaiz @Nidhi @prakashraaj @Tejasvi_Surya @BJP4India Bjp has lost only in your eyes ..there are still mill… https://t.co/GDev33ueB2","negative"
"601",0,"@BJP4India Vo Hindu nahi bjp walle the hinduvo ka dharm badnam karne walle sab lachi lootere the","neutral"
"602",0,"Today's @INCIndia has got nothing to do with Mahatma Gandhi. @samajwadiparty, @BSP4India, @RJDforIndia has got noth… https://t.co/MIEVChF35N","neutral"
"603",0,"RT @shakkuiyer: Dear @BJP4India 

At least a defamation?

Hello, @TIME 

Can you prove what you have written? https://t.co/cGty2IC3ZK","neutral"
"604",1,"RT @NewsNationTV: BJP will win all 42 Lok Sabha seats in West Bengal: #RajnathSingh

@rajnathsingh
@BJP4India
https://t.co/VXQsQxE62k","positive"
"605",0,"RT @raju: In which @ianbremmer says PM @narendrmodi of @BJP4India is Still India's Best Hope for More Economic Reform | via @Time https://t…","neutral"
"606",0,"RT @repubindia: @VMuppi @khatvaanga @sampitroda @narendramodi @BJP4India @INCIndia Pitroda was even invited by Modi when he assumed charge…","neutral"
"607",1,"RT @UrviMD: @VMuppi @sampitroda @narendramodi @BJP4India @INCIndia Is @sampitroda like Shakuni who was hellbent on destroying Kauravas for…","positive"
"608",0,"RT @VMuppi: Sam Pitroda @sampitroda ( full name - Satyanarayan Gangaram Pitroda) is a Gujarati. Why would he not help fellow gujarati PM @n…","neutral"
"609",-1,"RT @BJP4India: Vacations.

The only answer Naamdars have ever had for all problems of India. https://t.co/sM5FHWZCkA","negative"
"610",2,"RT @DrTamilisaiBJP: Thank you @Imamofpeace  for your correct views on our visionary PM taking india on the path of development.Feel elated…","positive"
"611",0,"RT @UmangSharmaINC: @Sirsacongress @ECISVEEP @SpokespersonECI @BJP4India @ECISVEEP please take a look on this video 
Bjp candidate @SunitaD…","neutral"
"612",-2,"@BJP4India @smritiirani Has someone publically announced that he is not culprit of fake encounters of Gujarat?","negative"
"613",0,"@BJP4India @BJPLive @PMOIndia @amitmalviya @AmitShah @Akali_Dal_ @HarsimratBadal_ @officeofssbadal Entire family lo… https://t.co/edpJh842jz","neutral"
"614",-1,"RT @agrawal_virat: Talked to a college friend after a couple of yrs. Back in 2014 he was a critic of PM Modi &amp; I was a fan (a bigger one to…","negative"
"615",0,"RT @INCIndia: Just let us know the dates of PM's press conference, we'll do a special screening. https://t.co/zbzULx6LGd","neutral"
"616",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"617",0,"RT @AnkitLal: It's been almost hour and half the embargo period for Delhi Lok Sabha polls has started.

All parties and candidates ask supp…","neutral"
"618",0,"@BJP4India @BJPLive @PMOIndia @amitmalviya @AmitShah @Akali_Dal_ @HarsimratBadal_ @officeofssbadal Entire family lo… https://t.co/glq47G2fOY","neutral"
"619",0,"@NazlinShaikh @narendramodi @PMOIndia @AmitShah @BJP4Gujarat @BJP4India @hindustanse @cj_sachde @GaurangDesai5… https://t.co/Ua14NoKnT2","neutral"
"620",0,"Article by @ianbremmer says PM @narendrmodi of @BJP4India is Still India's Best Hope for More Economic Reform
&amp;
A c… https://t.co/uXRpUSS2mQ","neutral"
"621",0,"See the ‘achey din’ we all waited for. One has to prove his patriotism by writing ‘Patriot’ in his bio.… https://t.co/9kqrdZHJ98","neutral"
"622",1,"RT @BJP4India: If you are so concerned about the stature and dignity of a former Prime Minister, what about the stature and dignity of the…","positive"
"623",-1,"@aajtak @INCIndia and team have habits to make inappropriate statement and then apologies.  Please ban @sampitroda… https://t.co/BJp2CyfLD8","negative"
"624",0,"@SMedia4 @BJP4India Poor chowkidars....now have to defend from TIME. TiMEs changes.","neutral"
"625",-1,"Talked to a college friend after a couple of yrs. Back in 2014 he was a critic of PM Modi &amp; I was a fan (a bigger o… https://t.co/wlTEW1tBw9","negative"
"626",0,"@neelkantbakshi @ManojTiwariMP @BJP4Delhi @BJP4India @narendramodi Correct","neutral"
"627",0,"RT @UmangSharmaINC: @Sirsacongress @ECISVEEP @SpokespersonECI @BJP4India @ECISVEEP please take a look on this video 
Bjp candidate @SunitaD…","neutral"
"628",1,"RT @neelkantbakshi: Views of Sapna choudhry on @ManojTiwariMP ... @BJP4Delhi will win all the 7 seats ... let’s vote for @BJP4India and mak…","positive"
"629",0,"RT @ZeeNews: #ModiOnZee: War is not a solution to any problem, says PM Narendra Modi in an exclusive interview with @sudhirchaudhary 
Watch…","neutral"
"630",-1,"RT @ZeeNews: #ModiOnZee: Don’t miss PM Narendra Modi’s ‘pure political’ interview with @sudhirchaudhary
tonight at 8 PM only on @ZeeNews 
@…","negative"
"631",-1,"@narendramodi @AmitShah @BJP4India @ndtv @ndtvindia @Nidhi @ashutosh83B ji, your party AAP started this dirty langu… https://t.co/hcaXRxVpyN","negative"
"632",0,"RT @ZeeNews: BJP will get majority in Lok Sabha elections, says PM Narendra Modi in an exclusive conversation with @sudhirchaudhary
MUST WA…","neutral"
"633",0,"Dear @BJP4India n @INCIndia you both need to set an example of changing the mindset of our administrative officers… https://t.co/IPnklPR5xW","neutral"
"634",0,"RT @BJP4India: BJP crosses the milestone of 11 million followers on Twitter. Thank you for your support. #JitegaModiJitegaBharat https://t.…","neutral"
"635",-1,"RT @ZeeNews: #ModiOnZee: Don’t miss PM Narendra Modi’s ‘pure political’ interview with @sudhirchaudhary
tonight at 8 PM only on @ZeeNews 
@…","negative"
"636",0,"RT @ZeeNews: BJP will get majority in Lok Sabha elections, says PM Narendra Modi in an exclusive conversation with @sudhirchaudhary
MUST WA…","neutral"
"637",0,"RT @ZeeNews: #ModiOnZee: War is not a solution to any problem, says PM Narendra Modi in an exclusive interview with @sudhirchaudhary 
Watch…","neutral"
"638",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"639",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"640",-1,"@BJP4India https://t.co/JQOTC3nooR

shame on you Mr. Modi","negative"
"641",-1,"RT @BJP4India: Rahul Gandhi's mentor Sam Pitroda justifying Sikh genocide of 1984. https://t.co/9vL9aBIB6g","negative"
"642",-1,"RT @BJP4India: Rahul Gandhi's mentor Sam Pitroda justifying Sikh genocide of 1984. https://t.co/9vL9aBIB6g","negative"
